"";"date";"period";"trap";"ind";"sex";"wgt";"cap";"com";"trapsession";"station";"check";"trapline"
"687";2020-08-13;"august";"11";"8e6";"f";29;NA;NA;13;1;2;NA
"688";2020-08-14;"august";"27";"7e9";"f";30;"n";NA;13;3;3;NA
"689";2020-08-13;"august";"38";"1c8";"f";21;"n";NA;13;3;2;NA
"690";2020-08-12;"august";"41";"1oe";"f";30;"n";NA;13;3;2;NA
"691";2020-08-12;"august";"22";"2od";"f";40;"n";NA;13;3;1;NA
"692";2020-08-14;"august";"20";"2od";"f";43;NA;NA;13;2;2;NA
"693";2020-08-12;"august";"40";"3ae";"f";23;"n";NA;13;3;1;NA
"694";2020-08-12;"august";"26";"4do";"m";33;"n";NA;13;3;2;NA
"695";2020-08-13;"august";"25";"4do";"m";32;NA;NA;13;3;1;NA
"696";2020-08-14;"august";"30";"4do";"m";NA;NA;"drept røyskatt";13;3;3;NA
"697";2020-08-13;"august";"22";"4f4";"f";38;"g";NA;13;3;1;NA
"698";2020-08-12;"august";"10";"6ce";"m";31;"n";NA;13;1;1;NA
"699";2020-08-13;"august";"9";"6ce";"m";30;NA;NA;13;1;3;NA
"700";2020-08-12;"august";"15";"6o8";"f";33;"n";NA;13;2;3;NA
"701";2020-08-12;"august";"42";"76b";"f";36;"n";NA;13;2;3;NA
"702";2020-08-13;"august";"19";"76b";"f";32;NA;NA;13;2;1;NA
"703";2020-08-13;"august";"24";"ac1";"f";30;"n";NA;13;3;3;NA
"704";2020-08-13;"august";"40";"af6";"f";32;"n";NA;13;3;1;NA
"705";2020-08-12;"august";"23";"c53";"f";34;"g";NA;13;3;2;NA
"706";2020-08-12;"august";"33";"d19";"f";33;"n";NA;13;3;3;NA
"707";2020-08-13;"august";"32";"d19";"f";34;NA;NA;13;3;2;NA
"708";2020-08-12;"august";"36";"d4f";"f";36;"n";NA;13;3;3;NA
"709";2020-08-13;"august";"37";"d4f";"f";34;NA;NA;13;3;1;NA
"710";2020-08-13;"august";"13";"d95";"f";37;"n";NA;13;1;1;NA
"711";2020-08-12;"august";"19";"db3";"m";32;"n";NA;13;2;1;NA
"712";2020-08-13;"august";"36";"db3";"m";32;NA;NA;13;3;3;NA
"713";2020-08-14;"august";"43";"db3";"m";33;NA;NA;13;2;1;NA
"714";2020-08-12;"august";"38";"ec8";"f";22;"n";NA;13;3;2;NA
"715";2020-08-12;"august";"4";"eff";"f";20;"n";NA;13;1;1;NA
"716";2020-08-13;"august";"45";"fbc";"f";29;"n";NA;13;2;3;NA
"717";2020-08-13;"august";"23";"o53";"f";33;"n";NA;13;3;2;NA
"718";2020-08-14;"august";"33";"o53";"f";36;NA;NA;13;3;3;NA
"719";2020-08-12;"august";"21";"o76";"m";36;"n";NA;13;2;3;NA
"720";2020-08-13;"august";"33";"o76";"m";35;NA;NA;13;3;3;NA
"721";2020-09-06;"september";"2";"1e1";"f";33;"g";NA;14;1;2;NA
"722";2020-09-08;"september";"3";"1e1";"f";30;NA;NA;14;1;3;NA
"723";2020-09-08;"september";"45";"236";"m";33;"g";NA;14;2;3;NA
"724";2020-09-06;"september";"43";"288";"f";35;"n";NA;14;2;1;NA
"725";2020-09-06;"september";"1";"511";"f";36;"g";NA;14;1;1;NA
"726";2020-09-08;"september";"7";"511";"f";34;NA;NA;14;1;1;NA
"727";2020-09-08;"september";"14";"771";"f";13;"n";NA;14;1;2;NA
"728";2020-09-08;"september";"12";"8e6";"f";38;"g";NA;14;1;3;NA
"729";2020-09-08;"september";"28";"7e9";"f";32;"g";NA;14;3;1;NA
"730";2020-09-07;"september";"41";"1oe";"f";33;"g";NA;14;3;2;NA
"731";2020-09-07;"september";"20";"2od";"f";39;"g";NA;14;2;2;NA
"732";2020-09-08;"september";"21";"4f4";"f";33;"g";NA;14;2;3;NA
"733";2020-09-07;"september";"5";"5ob";"m";19;"n";NA;14;1;2;NA
"734";2020-09-08;"september";"4";"5ob";"m";21;NA;NA;14;1;1;NA
"735";2020-09-06;"september";"40";"9d3";"f";37;"n";NA;14;3;1;NA
"736";2020-09-07;"september";"39";"9d3";"f";37;NA;NA;14;3;3;NA
"737";2020-09-08;"september";"39";"9d3";"f";33;NA;NA;14;3;3;NA
"738";2020-09-08;"september";"32";"ac1";"f";33;"g";NA;14;3;2;NA
"739";2020-09-07;"september";"23";"c53";"f";32;"g";NA;14;3;2;NA
"740";2020-09-08;"september";"31";"d19";"f";31;"g";NA;14;3;1;NA
"741";2020-09-06;"september";"42";"d4f";"f";36;"g";NA;14;2;3;NA
"742";2020-09-08;"september";"13";"d95";"f";39;"g";NA;14;1;1;NA
"743";2020-09-06;"september";"3";"dc7";"m";40;"n";NA;14;1;3;NA
"744";2020-09-07;"september";"1";"dc7";"m";38;NA;NA;14;1;1;NA
"745";2020-09-08;"september";"44";"fbc";"f";32;"g";NA;14;2;2;NA
"746";2020-09-08;"september";"41";"fc1";"f";30;"n";NA;14;3;2;NA
"747";2020-09-06;"september";"33";"o53";"f";35;"g";NA;14;3;3;NA
"748";2020-09-08;"september";"38";"o53";"f";33;NA;NA;14;3;2;NA
"749";2020-09-08;"september";"22";"o76";"m";38;"g";NA;14;3;1;NA
"750";2020-09-06;"september";"38";"oo2";"f";20;"n";"død";14;3;2;NA
"751";2020-09-08;"september";"40";"oaa";"m";34;"n";NA;14;3;1;NA
"752";2020-10-09;"october";"38";"219";"f";23;"n";NA;15;3;2;NA
"753";2020-10-08;"october";"36";"288";"f";34;"g";NA;15;3;3;NA
"754";2020-10-09;"october";"42";"288";"f";33;NA;NA;15;2;3;NA
"755";2020-10-08;"october";"1";"511";"f";33;"g";NA;15;1;1;NA
"756";2020-10-08;"october";"2";"511";"f";31;NA;NA;15;1;2;NA
"757";2020-10-09;"october";"7";"511";"f";33;NA;NA;15;1;1;NA
"758";2020-10-09;"october";"45";"6o8";"f";30;"g";NA;15;2;3;NA
"759";2020-10-07;"october";"11";"8e6";"f";32;"g";NA;15;1;2;NA
"760";2020-10-09;"october";"11";"8e6";"f";31;NA;NA;15;1;2;NA
"761";2020-10-08;"october";"41";"1oe";"f";28;"g";NA;15;3;2;NA
"762";2020-10-07;"october";"34";"2od";"f";35;"g";NA;15;3;1;NA
"763";2020-10-08;"october";"35";"2od";"f";34;NA;NA;15;3;2;NA
"764";2020-10-08;"october";"5";"5ob";"m";22;"g";NA;15;1;2;NA
"765";2020-10-07;"october";"8";"6ce";"m";32;"g";NA;15;1;2;NA
"766";2020-10-08;"october";"8";"6ce";"m";31;NA;NA;15;1;2;NA
"767";2020-10-09;"october";"9";"6ce";"m";30;NA;NA;15;1;3;NA
"768";2020-10-07;"october";"43";"9o3";"m";23;"n";NA;15;2;1;NA
"769";2020-10-09;"october";"43";"9o3";"m";21;NA;NA;15;2;1;NA
"770";2020-10-08;"october";"38";"a24";"f";26;"n";NA;15;3;2;NA
"771";2020-10-09;"october";"33";"ac1";"m";30;"g";NA;15;3;3;NA
"772";2020-10-09;"october";"40";"b1d";"f";30;"n";NA;15;3;1;NA
"773";2020-10-07;"october";"14";"bc9";"f";20;"n";NA;15;1;2;NA
"774";2020-10-07;"october";"12";"be7";"m";24;"n";NA;15;1;3;NA
"775";2020-10-09;"october";"30";"d19";"f";30;"g";NA;15;3;3;NA
"776";2020-10-09;"october";"36";"db3";"m";30;"g";NA;15;3;3;NA
"777";2020-10-07;"october";"3";"dc7";"m";38;"g";NA;15;1;3;NA
"778";2020-10-08;"october";"3";"dc7";"m";37;NA;NA;15;1;3;NA
"779";2020-10-09;"october";"3";"dc7";"m";38;NA;NA;15;1;3;NA
"780";2020-10-09;"october";"5";"ec1";"f";23;"n";NA;15;1;2;NA
"781";2020-10-09;"october";"44";"fbc";"f";31;"g";NA;15;2;2;NA
"782";2020-10-07;"october";"13";"fc6";"m";22;"n";NA;15;1;1;NA
"783";2020-10-09;"october";"18";"fd5";"f";18;"n";NA;15;2;3;NA
"784";2020-10-07;"october";"12";"fo9";"f";23;"n";NA;15;1;3;NA
"785";2020-10-08;"october";"11";"fo9";"f";23;NA;NA;15;1;2;NA
"786";2020-10-09;"october";"12";"fo9";"f";23;NA;NA;15;1;3;NA
"787";2020-10-07;"october";"31";"oo6";"m";30;"n";NA;15;3;1;NA
"788";2020-10-09;"october";"28";"oo6";"m";30;NA;NA;15;3;1;NA
"789";2020-10-07;"october";"40";"oaa";"m";30;"g";NA;15;3;1;NA
"790";2020-10-08;"october";"40";"oaa";"m";31;NA;NA;15;3;1;NA
"791";2018-06-02;"jun";"4b";"3134";"f";40;"R";NA;1;4;1;4
"792";2018-06-03;"jun";"11a";"3131";"f";48;"R";NA;1;4;2;11
"793";2018-06-03;"jun";"3b";"3134";"f";40;"r";NA;1;4;2;3
"794";2018-06-04;"jun";"8c";"3134";"f";40;"r";NA;1;4;3;8
"795";2018-07-03;"jul";"10a";"3134";"f";50;"R";NA;2;4;1;10
"796";2018-07-03;"jul";"8c";"4FA";"m";40;"n";NA;2;4;1;8
"797";2018-07-04;"jul";"11b";"617";"m";37;"n";NA;2;4;2;11
"798";2018-07-04;"jul";"11c";"6OB";"f";17;"n";NA;2;4;2;11
"799";2018-07-04;"jul";"9c";"4FA";"m";42;"r";NA;2;4;2;9
"800";2018-07-04;"jul";"8b";"443";"f";17;"n";NA;2;4;2;8
"801";2018-07-04;"jul";"7a";"3134";"f";42;"r";NA;2;4;2;7
"802";2018-07-04;"jul";"6c";"4F4";"f";47;"n";NA;2;4;2;6
"803";2018-07-05;"jul";"11a";"617";"m";36;"r";NA;2;4;3;11
"804";2018-07-05;"jul";"10a";"443";"f";17;"r";NA;2;4;3;10
"805";2018-07-05;"jul";"9a";"694";"f";18;"n";NA;2;4;3;9
"806";2018-07-05;"jul";"9c";"5EF";"m";21;"n";NA;2;4;3;9
"807";2018-07-05;"jul";"8c";"7A7";"m";31;"n";NA;2;4;3;8
"808";2018-07-05;"jul";"7c";"4F4";"f";49;"r";NA;2;4;3;7
"809";2018-07-05;"jul";"5c";"4FA";"m";40;"r";NA;2;4;3;5
"810";2018-07-05;"jul";"5c";"6OB";"f";17;"r";NA;2;4;3;5
"811";2018-07-30;"aug";"6c";"6C0";"f";53;"n";NA;3;4;1;6
"812";2018-07-30;"aug";"3b";"4BF";"f";58;"n";"mrk0001";3;4;1;3
"813";2018-07-31;"aug";"11c";"4E3";"f";42;"n";NA;3;4;2;11
"814";2018-07-31;"aug";"10b";"60B";"f";43;"R";NA;3;4;2;10
"815";2018-07-31;"aug";"9c";"694";"f";40;"R";NA;3;4;2;9
"816";2018-07-31;"aug";"8c";"7D6";"f";70;"n";"preg!";3;4;2;8
"817";2018-08-01;"aug";"10b";"6OB";"f";40;"r";NA;3;4;3;10
"818";2018-08-01;"aug";"9b";"694";"f";38;"r";NA;3;4;3;9
"819";2018-08-01;"aug";"9c";"6BB";"f";49;"n";NA;3;4;3;9
"820";2018-08-01;"aug";"6b";"6C0";"f";59;"r";NA;3;4;3;6
"821";2018-08-01;"aug";"5b";"63E";"m";12;"n";NA;3;4;3;5
"822";2018-08-01;"aug";"5b";"554";"f";9;"n";NA;3;4;3;5
"823";2018-08-01;"aug";"4c";"691";"f";12;"n";NA;3;4;3;4
"824";2018-08-01;"aug";"3b";"4BF";"f";60;"r";"diff to read!";3;4;3;3
"825";2018-09-02;"sep";"8c";"3133";"f";45;"R";"pl+/-";4;4;1;8
"826";2018-09-02;"sep";"6c";"6C0";"f";48;"R";NA;4;4;1;6
"827";2018-09-02;"sep";"4c";"54B";"m";23;"n";NA;4;4;1;4
"828";2018-09-02;"sep";"2b";"4BF";"f";48;"R";"t0001";4;4;1;2
"829";2018-09-02;"sep";"1c";"6A3";"f";50;"n";NA;4;4;1;1
"830";2018-09-03;"sep";"8b";"694";"f";40;"R";NA;4;4;2;8
"831";2018-09-03;"sep";"6c";"6C0";"f";48;"r";NA;4;4;2;6
"832";2018-09-03;"sep";"4c";"562";"f";49;"n";NA;4;4;2;4
"833";2018-09-03;"sep";"2c";"6A3";"m";46;"r";NA;4;4;2;2
"834";2018-09-04;"sep";"11b";"5000";"f";10;"n";"DIED";4;4;3;11
"835";2018-09-04;"sep";"10b";"694";"f";42;"r";NA;4;4;3;10
"836";2018-09-04;"sep";"8c";"7F0";"f";46;"R";NA;4;4;3;8
"837";2018-09-04;"sep";"5c";"549";"f";55;"n";NA;4;4;3;5
"838";2018-09-04;"sep";"4c";"562";"f";NA;"r";"jumped out";4;4;3;4
"839";2018-09-04;"sep";"4a";"760";"m";25;"R";NA;4;4;3;4
"840";2018-09-04;"sep";"1c";"6A3";"m";48;"r";NA;4;4;3;1
"841";2018-09-30;"oct";"11b";"537";"f";20;"n";NA;5;4;1;11
"842";2018-09-30;"oct";"11c";"694";"f";40;"R";NA;5;4;1;11
"843";2018-09-30;"oct";"5c";"6C0";"f";38;"R";NA;5;4;1;5
"844";2018-10-01;"oct";"4c";"702";"m";26;"n";NA;5;4;2;4
"845";2018-10-01;"oct";"2c";"4E8";"f";21;"n";NA;5;4;2;2
"846";2018-10-02;"oct";"11c";"694";"f";38;"r";NA;5;4;3;11
"847";2018-10-02;"oct";"6b";"7F4";"m";21;"n";NA;5;4;3;6
"848";2019-06-01;"jun";"10a";"7CA";"f";39;"n";NA;6;4;1;10
"849";2019-06-01;"jun";"8a";"722";"f";46;"n";NA;6;4;1;8
"850";2019-06-01;"jun";"7a";"80F";"m";54;"n";NA;6;4;1;7
"851";2019-06-01;"jun";"6c";"5F3";"f";36;"n";NA;6;4;1;6
"852";2019-06-01;"jun";"5b";"71A";"m";51;"n";NA;6;4;1;5
"853";2019-06-01;"jun";"5c";"71C";"f";47;"n";NA;6;4;1;5
"854";2019-06-01;"jun";"3b";"596";"f";40;"n";"DIED after mrk";6;4;1;3
"855";2019-06-01;"jun";"2b";"4000";"m";60;"n";NA;6;4;1;2
"856";2019-06-01;"jun";"1b";"723";"f";35;"n";NA;6;4;1;1
"857";2019-06-02;"jun";"10a";"664";"f";40;"n";NA;6;4;2;10
"858";2019-06-02;"jun";"9c";"445";"m";60;"n";NA;6;4;2;9
"859";2019-06-02;"jun";"7a";"80F";"m";52;"r";NA;6;4;2;7
"860";2019-06-02;"jun";"6c";"5F3";"f";35;"r";NA;6;4;2;6
"861";2019-06-02;"jun";"6a";"775";"f";55;"n";NA;6;4;2;6
"862";2019-06-02;"jun";"5b";"58O";"f";56;"n";"id unsure";6;4;2;5
"863";2019-06-02;"jun";"5c";"71A";"m";51;"r";NA;6;4;2;5
"864";2019-06-02;"jun";"2b";"7CC";"f";38;"n";NA;6;4;2;2
"865";2019-06-03;"jun";"10a";"7CA";"f";37;"r";NA;6;4;3;10
"866";2019-06-03;"jun";"9b";"664";"f";38;"r";NA;6;4;3;9
"867";2019-06-03;"jun";"9c";"516";"m";60;"n";NA;6;4;3;9
"868";2019-06-03;"jun";"8a";"722";"f";37;"r";NA;6;4;3;8
"869";2019-06-03;"jun";"7a";"80F";"m";51;"r";NA;6;4;3;7
"870";2019-06-03;"jun";"7c";"5F3";"f";35;"r";NA;6;4;3;7
"871";2019-06-03;"jun";"5b";"71A";"m";60;"r";NA;6;4;3;5
"872";2019-06-03;"jun";"5c";"58C";"m";62;"n";NA;6;4;3;5
"873";2019-06-03;"jun";"3b";"7CC";"f";33;"r";NA;6;4;3;3
"874";2019-06-03;"jun";"2b";"4B9";"m";55;"n";NA;6;4;3;2
"875";2019-07-02;"jul";"7a";"B13";"m";52;"n";NA;7;4;1;7
"876";2019-07-02;"jul";"7b";"61B";"f";25;"n";NA;7;4;1;7
"877";2019-07-02;"jul";"7b";"710";"m";24;"n";NA;7;4;1;7
"878";2019-07-02;"jul";"7c";"5B9";"m";25;"n";NA;7;4;1;7
"879";2019-07-02;"jul";"7c";"7B8";"m";20;"n";NA;7;4;1;7
"880";2019-07-02;"jul";"7c";"7O3";"f";23;"n";NA;7;4;1;7
"881";2019-07-02;"jul";"6c";"5001";"m";20;"n";"dead. Half eaten by shrew";7;4;1;6
"882";2019-07-02;"jul";"6a";"5O5";"f";47;"n";NA;7;4;1;6
"883";2019-07-02;"jul";"5a";"80F";"m";55;"r";NA;7;4;1;5
"884";2019-07-02;"jul";"5b";"71A";"m";57;"r";NA;7;4;1;5
"885";2019-07-02;"jul";"4c";"nnn";"m";24;"n";"forgot read";7;4;1;4
"886";2019-07-02;"jul";"1a";"65E";"m";50;"n";NA;7;4;1;1
"887";2019-07-02;"jul";"1b";"663";"f";65;"n";NA;7;4;1;1
"888";2019-07-03;"jul";"10b";"78A";"f";38;"n";"perf.";7;4;2;10
"889";2019-07-03;"jul";"9c";"7CA";"f";42;"R";NA;7;4;2;9
"890";2019-07-03;"jul";"6d";"62E";"f";15;"n";NA;7;4;2;6
"891";2019-07-03;"jul";"6d";"46C";"m";18;"n";NA;7;4;2;6
"892";2019-07-03;"jul";"6d";"760";"f";20;"n";NA;7;4;2;6
"893";2019-07-03;"jul";"7d";"437";"m";20;"n";NA;7;4;2;7
"894";2019-07-03;"jul";"7d";"681";"m";18;"n";NA;7;4;2;7
"895";2019-07-03;"jul";"7d";"7D1";"f";18;"n";NA;7;4;2;7
"896";2019-07-03;"jul";"7d";"627";"m";20;"n";NA;7;4;2;7
"897";2019-07-03;"jul";"7a";"5D0";"f";47;"n";NA;7;4;2;7
"898";2019-07-03;"jul";"7b";"61B";"f";23;"r";NA;7;4;2;7
"899";2019-07-03;"jul";"6c";"61E";"m";26;"n";NA;7;4;2;6
"900";2019-07-03;"jul";"6c";"7O3";"f";22;"r";NA;7;4;2;6
"901";2019-07-03;"jul";"6a";"80F";"m";53;"r";NA;7;4;2;6
"902";2019-07-03;"jul";"5b";"71C";"f";57;"R";NA;7;4;2;5
"903";2019-07-03;"jul";"5c";"71A";"m";54;"r";"no tail";7;4;2;5
"904";2019-07-03;"jul";"4c";"46B";"m";22;"n";NA;7;4;2;4
"905";2019-07-03;"jul";"4b";"6A9";"f";12;"n";NA;7;4;2;4
"906";2019-07-03;"jul";"2c";"7AA";"f";26;"n";NA;7;4;2;2
"907";2019-07-03;"jul";"2c";"677";"f";57;"n";NA;7;4;2;2
"908";2019-07-03;"jul";"2b";"6FC";"m";59;"n";"tail broken at base (still on)";7;4;2;2
"909";2019-07-03;"jul";"1a";"6C6";"f";26;"n";NA;7;4;2;1
"910";2019-07-03;"jul";"1c";"65E";"m";47;"r";NA;7;4;2;1
"911";2019-07-03;"jul";"1c";"5B2";"f";23;"n";NA;7;4;2;1
"912";2019-07-04;"jul";"10a";"65F";"f";40;"n";NA;7;4;3;10
"913";2019-07-04;"jul";"9b";"488";"f";34;"n";NA;7;4;3;9
"914";2019-07-04;"jul";"7d";"68E";"m";21;"n";NA;7;4;3;7
"915";2019-07-04;"jul";"7d";"754";"f";20;"n";NA;7;4;3;7
"916";2019-07-04;"jul";"7d";"547";"m";20;"n";NA;7;4;3;7
"917";2019-07-04;"jul";"7d";"5F0";"f";21;"n";NA;7;4;3;7
"918";2019-07-04;"jul";"6d";"6E4";"f";52;"n";NA;7;4;3;6
"919";2019-07-04;"jul";"6d";"7OF";"f";18;"n";NA;7;4;3;6
"920";2019-07-04;"jul";"8a";"7O3";"f";21;"r";NA;7;4;3;8
"921";2019-07-04;"jul";"6a";"819";"f";45;"n";NA;7;4;3;6
"922";2019-07-04;"jul";"5a";"80F";"m";58;"r";NA;7;4;3;5
"923";2019-07-04;"jul";"5c";"71C";"f";54;"r";NA;7;4;3;5
"924";2019-07-04;"jul";"4c";"6EO";"f";20;"n";NA;7;4;3;4
"925";2019-07-04;"jul";"4a";"558";"f";53;"n";NA;7;4;3;4
"926";2019-07-04;"jul";"2b";"6FC";"m";55;"r";NA;7;4;3;2
"927";2019-07-04;"jul";"1a";"7AA";"f";27;"r";"blood vagina";7;4;3;1
"928";2019-07-04;"jul";"1b";"65E";"m";50;"r";NA;7;4;3;1
"929";2019-07-04;"jul";"1b";"5B2";"f";25;"r";NA;7;4;3;1
"930";2019-08-03;"aug";"10b";"7CA";"f";45;"R";NA;8;4;1;10
"931";2019-08-03;"aug";"9a";"78A";"f";38;"R";NA;8;4;1;9
"932";2019-08-03;"aug";"9a";"744";"m";21;"n";NA;8;4;1;9
"933";2019-08-03;"aug";"9a";"58O";"f";21;"R";NA;8;4;1;9
"934";2019-08-03;"aug";"9b";"7E7";"m";21;"R";NA;8;4;1;9
"935";2019-08-03;"aug";"9b";"675";"f";21;"R";NA;8;4;1;9
"936";2019-08-03;"aug";"8b";"6AE";"f";21;"n";NA;8;4;1;8
"937";2019-08-03;"aug";"8b";"814";"m";22;"n";NA;8;4;1;8
"938";2019-08-03;"aug";"8b";"69F";"f";23;"n";NA;8;4;1;8
"939";2019-08-03;"aug";"8a";"71A";"m";59;"R";"half tail";8;4;1;8
"940";2019-08-03;"aug";"7b";"787";"m";23;"n";NA;8;4;1;7
"941";2019-08-03;"aug";"6c";"6OC";"f";16;"R";NA;8;4;1;6
"942";2019-08-03;"aug";"6c";"53D";"f";15;"n";NA;8;4;1;6
"943";2019-08-03;"aug";"5a";"819";"f";43;"R";NA;8;4;1;5
"944";2019-08-03;"aug";"4c";"452";"f";20;"R";NA;8;4;1;4
"945";2019-08-03;"aug";"4c";"7DC";"f";21;"n";NA;8;4;1;4
"946";2019-08-03;"aug";"3b";"71A";"m";53;"R";"lost tag! No tail";8;4;1;3
"947";2019-08-03;"aug";"3c";"767";"m";26;"n";NA;8;4;1;3
"948";2019-08-03;"aug";"2c";"663";"f";46;"R";NA;8;4;1;2
"949";2019-08-04;"aug";"10b";"5D3";"f";21;"n";NA;8;4;2;10
"950";2019-08-04;"aug";"10b";"666";"m";22;"n";NA;8;4;2;10
"951";2019-08-04;"aug";"10a";"671";"f";20;"n";NA;8;4;2;10
"952";2019-08-04;"aug";"9b";"5A1";"f";21;"n";NA;8;4;2;9
"953";2019-08-04;"aug";"9c";"7C2";"f";36;"n";NA;8;4;2;9
"954";2019-08-04;"aug";"8b";"488";"f";41;"R";NA;8;4;2;8
"955";2019-08-04;"aug";"8b";"452";"m";22;"n";NA;8;4;2;8
"956";2019-08-04;"aug";"8b";"69F";"f";21;"r";NA;8;4;2;8
"957";2019-08-04;"aug";"8a";"71A";"m";55;"r";"half tail";8;4;2;8
"958";2019-08-04;"aug";"7b";"787";"m";21;"r";NA;8;4;2;7
"959";2019-08-04;"aug";"6c";"77D";"f";17;"r";NA;8;4;2;6
"960";2019-08-04;"aug";"6a";"5O5";"f";41;"R";"likely post lac";8;4;2;6
"961";2019-08-04;"aug";"5a";"6O3";"f";20;"n";"perf.";8;4;2;5
"962";2019-08-04;"aug";"4c";"7E7";"m";24;"n";NA;8;4;2;4
"963";2019-08-04;"aug";"4a";"71A";"m";NA;"r";"NO TAIL LOST TAG, scar face";8;4;2;4
"964";2019-08-05;"aug";"10b";"7CA";"f";46;"r";NA;8;4;3;10
"965";2019-08-05;"aug";"9a";"488";"f";38;"r";NA;8;4;3;9
"966";2019-08-05;"aug";"9b";"810";"m";21;"n";NA;8;4;3;9
"967";2019-08-05;"aug";"9b";"78E";"f";22;"n";NA;8;4;3;9
"968";2019-08-05;"aug";"9c";"7C2";"f";33;"r";NA;8;4;3;9
"969";2019-08-05;"aug";"8d";"5E3";"f";52;"n";NA;8;4;3;8
"970";2019-08-05;"aug";"8b";"664";"f";47;"R";NA;8;4;3;8
"971";2019-08-05;"aug";"7b";"787";"m";22;"r";NA;8;4;3;7
"972";2019-08-05;"aug";"5c";"71C";"f";51;"R";NA;8;4;3;5
"973";2019-08-05;"aug";"4c";"791";"m";23;"n";NA;8;4;3;4
"974";2019-08-05;"aug";"3a";"5A7";"f";40;"n";NA;8;4;3;3
"975";2019-08-05;"aug";"3b";"71A";"m";NA;"r";"NO TAIL LOST TAG";8;4;3;3
"976";2019-08-05;"aug";"2c";"4E1";"f";41;"R";NA;8;4;3;2
"977";2019-08-31;"sep";"5c";"76A";"f";23;"n";NA;9;4;1;5
"978";2019-08-31;"sep";"4a";"71A";"m";55;"R";"NO TAIL LOST TAG";9;4;1;4
"979";2019-08-31;"sep";"2c";"663";"f";37;"R";NA;9;4;1;2
"980";2019-08-31;"sep";"2a";"6F2";"f";39;"n";NA;9;4;1;2
"981";2019-09-01;"sep";"9c";"7C2";"f";37;"R";NA;9;4;2;9
"982";2019-09-01;"sep";"8d";"77D";"f";53;"n";NA;9;4;2;8
"983";2019-09-01;"sep";"8b";"4E1";"m";23;"R";NA;9;4;2;8
"984";2019-09-01;"sep";"7b";"65F";"f";38;"R";NA;9;4;2;7
"985";2019-09-01;"sep";"4a";"71A";"m";NA;"r";"NO TAIL LOST TAG";9;4;2;4
"986";2019-09-01;"sep";"3b";"65E";"m";52;"R";NA;9;4;2;3
"987";2019-09-01;"sep";"2a";"5A6";"f";21;"n";NA;9;4;2;2
"988";2019-09-02;"sep";"10b";"65F";"f";38;"r";NA;9;4;3;10
"989";2019-09-02;"sep";"6c";"71C";"f";60;"R";NA;9;4;3;6
"990";2019-09-02;"sep";"5c";"6OC";"m";24;"n";NA;9;4;3;5
"991";2019-09-02;"sep";"4c";"77B";"f";24;"n";NA;9;4;3;4
"992";2019-09-02;"sep";"2a";"5A6";"f";23;"r";NA;9;4;3;2
"993";2019-10-12;"oct";"10b";"5O6";"m";12;"n";NA;10;4;1;10
"994";2019-10-12;"oct";"8b";"6B4";"f";21;"n";NA;10;4;1;8
"995";2019-10-12;"oct";"8b";"7O9";"m";21;"n";NA;10;4;1;8
"996";2019-10-12;"oct";"7b";"48C";"f";22;"n";NA;10;4;1;7
"997";2019-10-12;"oct";"5a";"555";"m";25;"n";NA;10;4;1;5
"998";2019-10-12;"oct";"5c";"498";"f";44;"n";NA;10;4;1;5
"999";2019-10-12;"oct";"4c";"732";"f";22;"n";NA;10;4;1;4
"1000";2019-10-12;"oct";"2a";"586";"m";26;"n";NA;10;4;1;2
"1001";2019-10-13;"oct";"9c";"765";"m";22;"n";NA;10;4;2;9
"1002";2019-10-13;"oct";"9c";"77A";"f";21;"n";NA;10;4;2;9
"1003";2019-10-13;"oct";"8d";"6A1";"f";24;"n";NA;10;4;2;8
"1004";2019-10-13;"oct";"8b";"6B4";"f";23;"r";NA;10;4;2;8
"1005";2019-10-13;"oct";"6c";"547";"m";25;"R";NA;10;4;2;6
"1006";2019-10-13;"oct";"5b";"498";"f";43;"r";NA;10;4;2;5
"1007";2019-10-13;"oct";"2a";"5FA";"f";22;"n";NA;10;4;2;2
"1008";2019-10-14;"oct";"9c";"765";"m";24;"r";NA;10;4;3;9
"1009";2019-10-14;"oct";"6d";"447";"m";27;"n";NA;10;4;3;6
"1010";2019-10-14;"oct";"8b";"77A";"f";22;"r";NA;10;4;3;8
"1011";2019-10-14;"oct";"5b";"7OC";"f";26;"n";NA;10;4;3;5
"1012";2019-10-14;"oct";"3a";"53F";"m";27;"n";NA;10;4;3;3
"1013";2019-10-14;"oct";"3b";"498";"f";43;"r";NA;10;4;3;3
"1014";2019-10-14;"oct";"2b";"677";"f";45;"R";NA;10;4;3;2
"1015";2019-10-14;"oct";"1a";"759";"f";22;"n";NA;10;4;3;1
"1016";2020-06-14;"jun";"3b";"588";"m";49;"n";NA;11;4;1;3
"1017";2020-06-15;"jun";"8b";"6FB";"f";33;"R";NA;11;4;2;8
"1018";2020-06-15;"jun";"3b";"58B";"f";51;"n";NA;11;4;2;3
"1019";2020-06-15;"jun";"2c";"6AC";"m";55;"n";NA;11;4;2;2
"1020";2020-06-15;"jun";"2a";"588";"m";45;"r";NA;11;4;2;2
"1021";2020-06-16;"jun";"5c";"6AC";"m";50;"r";NA;11;4;3;5
"1022";2020-06-16;"jun";"3b";"588";"m";44;"r";NA;11;4;3;3
"1023";2020-06-16;"jun";"1c";"68A";"m";50;"n";NA;11;4;3;1
